fiscal_year,payroll_number,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2022,67,ADMIN FOR CHILDREN'S SVCS,2015-03-09T00:00:00.000,MANHATTAN,PROTECTION AGENT,ACTIVE,66809.00,per Annum,1424,45613.43,2,95.99,0.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2004-01-26T00:00:00.000,MANHATTAN,CLERICAL ASSOCIATE,ACTIVE,50402.00,per Annum,1820,50263.97,218,8116.57,5512.31
2022,67,ADMIN FOR CHILDREN'S SVCS,1999-06-28T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,67392.00,per Annum,1820,87657.75,190,10983.17,27550.81
2022,67,ADMIN FOR CHILDREN'S SVCS,2007-09-10T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,206,9008.83,29791.29
2022,67,ADMIN FOR CHILDREN'S SVCS,2017-11-13T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,CEASED,60327.00,per Annum,1117.68,36945.78,118,5524.93,1187.89
2022,67,ADMIN FOR CHILDREN'S SVCS,1998-04-13T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,60351.00,per Annum,1820,60185.59,304.5,13700.55,5968.26
2022,67,ADMIN FOR CHILDREN'S SVCS,2013-02-04T00:00:00.000,MANHATTAN,COMPUTER SYSTEMS MANAGER,ACTIVE,108741.00,per Annum,1820,108443.14,0,0.00,29.75
2022,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,CEASED,80392.00,per Annum,0,0.00,0,0.00,10303.01
2022,67,ADMIN FOR CHILDREN'S SVCS,1997-09-29T00:00:00.000,MANHATTAN,ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES,CEASED,91311.00,per Annum,1260,63042.12,0,0.00,9630.50
2022,67,ADMIN FOR CHILDREN'S SVCS,2020-03-30T00:00:00.000,BROOKLYN,SUPERVISING COMPUTER SERVICE TECHNICIAN,ACTIVE,70691.00,per Annum,1820,63347.85,150,5990.67,1016.50
2022,67,ADMIN FOR CHILDREN'S SVCS,2021-12-20T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,CEASED,45759.00,per Annum,630,14471.41,121,3428.79,630.61
2022,67,ADMIN FOR CHILDREN'S SVCS,2016-06-13T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,339.5,14578.45,2930.14
2022,67,ADMIN FOR CHILDREN'S SVCS,2016-08-08T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,314.75,13142.76,4304.81
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-05-13T00:00:00.000,MANHATTAN,EXECUTIVE AGENCY COUNSEL,ACTIVE,140000.00,per Annum,1820,131708.30,0,0.00,2603.51
2022,67,ADMIN FOR CHILDREN'S SVCS,1996-12-23T00:00:00.000,MANHATTAN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,123129.00,per Annum,1820,123928.04,0,0.00,2358.80
2022,67,ADMIN FOR CHILDREN'S SVCS,2021-08-23T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,1505,43245.25,231.75,8151.24,54.05
2022,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,MANHATTAN,ASSOCIATE YOUTH DEVELOPMENT SPECIALIST,ON SEPARATION LEAVE,70205.00,per Annum,1820,72512.71,57,2460.63,5215.26
2022,67,ADMIN FOR CHILDREN'S SVCS,2021-10-25T00:00:00.000,MANHATTAN,MOTOR VEHICLE OPERATOR,ACTIVE,39963.00,per Annum,1360,25898.15,44.75,1317.27,911.20
2022,67,ADMIN FOR CHILDREN'S SVCS,2007-09-10T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1295,37339.38,21.75,767.97,25909.14
2022,67,ADMIN FOR CHILDREN'S SVCS,2016-07-11T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,80000.00,per Annum,1820,77632.86,0,0.00,0.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-09-16T00:00:00.000,MANHATTAN,EXECUTIVE AGENCY COUNSEL,ACTIVE,113300.00,per Annum,1820,107458.53,0,0.00,2348.20
2022,67,ADMIN FOR CHILDREN'S SVCS,2018-06-25T00:00:00.000,MANHATTAN,CONGREG CARE SPEC - ACS,ACTIVE,42731.00,per Annum,1428,32396.40,14.75,344.99,215.30
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-05-20T00:00:00.000,BROOKLYN,CHILD WELFARE SPECIALIST SUPERVISOR,ACTIVE,81126.00,per Annum,1820,80903.68,27.25,1475.04,910.26
2022,67,ADMIN FOR CHILDREN'S SVCS,2018-10-29T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60045.96,130,5283.86,2019.85
2022,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,DIRECTOR OF FIELD OPERATIONS,CEASED,102226.00,per Annum,364,20389.11,0,0.00,11462.57
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-02-04T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,411,17495.98,1104.90
2022,67,ADMIN FOR CHILDREN'S SVCS,2021-03-15T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ON LEAVE,45759.00,per Annum,560,12153.37,8.5,237.95,304.92
2022,67,ADMIN FOR CHILDREN'S SVCS,2003-10-06T00:00:00.000,QUEENS,ADM MANAGER-NON-MGRL,ACTIVE,74123.00,per Annum,1820,73322.57,146.5,6606.20,30135.25
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-01-02T00:00:00.000,MANHATTAN,STRATEGIC INITIATIVE SPECIALIST,CEASED,92700.00,per Annum,875,44445.09,0,0.00,4779.08
2022,67,ADMIN FOR CHILDREN'S SVCS,2021-12-20T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,45759.00,per Annum,910,23631.53,130.25,4502.62,70.76
2022,67,ADMIN FOR CHILDREN'S SVCS,2022-03-28T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,CEASED,45759.00,per Annum,350,8501.91,22.5,619.88,129.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2022-02-28T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,50757.00,per Annum,560,15498.24,2,55.56,16.50
2022,67,ADMIN FOR CHILDREN'S SVCS,2009-02-01T00:00:00.000,MANHATTAN,ELECTRICIAN,ACTIVE,440.16,per Day,1820,113967.63,489.5,46136.70,924.44
2022,67,ADMIN FOR CHILDREN'S SVCS,2018-08-06T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,9,305.53,2044.40
2022,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,MANHATTAN,OMBUDSMAN,ACTIVE,73024.00,per Annum,1820,85536.33,0,61.79,2192.51
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-02-04T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,57153.59,239.75,9927.02,1297.02
2022,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,CHILD WELFARE SPECIALIST SUPERVISOR,ACTIVE,81233.00,per Annum,1820,81010.54,0,0.00,4968.34
2022,67,ADMIN FOR CHILDREN'S SVCS,2000-07-17T00:00:00.000,MANHATTAN,ADMINISTRATIVE STAFF ANALYST,ACTIVE,80937.00,per Annum,1820,90757.10,0,439.64,4847.30
2022,67,ADMIN FOR CHILDREN'S SVCS,2007-07-16T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,67392.00,per Annum,1820,67207.40,140,7076.11,26655.87
2022,67,ADMIN FOR CHILDREN'S SVCS,2015-02-09T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,237.75,9372.72,2787.84
2022,67,ADMIN FOR CHILDREN'S SVCS,2021-05-17T00:00:00.000,QUEENS,YOUTH DEVELOPMENT SPECIALIST,CEASED,45759.00,per Annum,-33.75,-909.01,0,0.00,0.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-07-22T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60026.21,143.25,6236.50,1092.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2018-02-05T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,141.25,5138.76,2299.94
2022,67,ADMIN FOR CHILDREN'S SVCS,2021-06-28T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,45759.00,per Annum,1646.5,42429.26,206.75,7073.61,3452.04
2022,67,ADMIN FOR CHILDREN'S SVCS,2018-08-06T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1750,60161.66,66.75,2417.88,1600.49
2022,67,ADMIN FOR CHILDREN'S SVCS,2018-12-17T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,55928.00,per Annum,1750,54107.41,598,26571.31,11167.48
2022,67,ADMIN FOR CHILDREN'S SVCS,1998-10-12T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,CEASED,86384.00,per Annum,514.45,24350.71,0,0.00,23714.04
2022,67,ADMIN FOR CHILDREN'S SVCS,2020-01-06T00:00:00.000,MANHATTAN,SPECIAL OFFICER,ACTIVE,35985.00,per Annum,2080,35851.81,195.25,5112.08,5049.59
2022,67,ADMIN FOR CHILDREN'S SVCS,2007-08-13T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,86096.00,per Annum,1820,85860.06,93.25,4854.87,25777.86
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-11-25T00:00:00.000,BROOKLYN,SPECIAL OFFICER,ACTIVE,37136.00,per Annum,1108.57,19164.16,32,583.24,1997.82
2022,67,ADMIN FOR CHILDREN'S SVCS,2014-10-06T00:00:00.000,MANHATTAN,AGENCY ATTORNEY,ACTIVE,95632.00,per Annum,1820,94355.61,28,1542.56,6269.81
2022,67,ADMIN FOR CHILDREN'S SVCS,2022-02-28T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,50757.00,per Annum,560,15574.72,49.25,1705.06,63.31
2022,67,ADMIN FOR CHILDREN'S SVCS,2015-05-26T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,63118.00,per Annum,1820,62944.97,0,0.00,0.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2018-04-23T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,423.25,18966.42,2145.35
2022,67,ADMIN FOR CHILDREN'S SVCS,2000-09-18T00:00:00.000,BROOKLYN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,102226.00,per Annum,1820,101945.99,0,0.00,1958.35
2022,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,DIRECTOR OF FIELD OPERATIONS,CEASED,109364.00,per Annum,371,22232.22,0,0.00,20027.40
2022,67,ADMIN FOR CHILDREN'S SVCS,2022-05-09T00:00:00.000,BRONX,SPECIAL OFFICER,ACTIVE,34834.00,per Annum,320,5344.40,0,0.00,0.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2005-09-19T00:00:00.000,MANHATTAN,PROGRAM EVALUATOR,ACTIVE,76408.00,per Annum,1820,76198.72,0,0.00,19475.80
2022,67,ADMIN FOR CHILDREN'S SVCS,1999-04-26T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,67499.00,per Annum,1820,67314.01,156.75,7522.80,27721.32
2022,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,QUEENS,ASSOCIATE STAFF ANALYST,ACTIVE,83501.00,per Annum,1820,99462.00,30,1485.48,6993.52
2022,67,ADMIN FOR CHILDREN'S SVCS,2004-07-26T00:00:00.000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,73049.00,per Annum,1890,75425.14,0,0.00,2430.11
2022,67,ADMIN FOR CHILDREN'S SVCS,2009-07-13T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1351,57994.62,0,0.00,4125.49
2022,67,ADMIN FOR CHILDREN'S SVCS,2006-05-15T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,415,19424.61,32355.17
2022,67,ADMIN FOR CHILDREN'S SVCS,2020-01-24T00:00:00.000,BRONX,SPECIAL OFFICER,CEASED,35985.00,per Annum,1120,19375.44,221,5651.02,8190.14
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-10-15T00:00:00.000,BROOKLYN,SPECIAL OFFICER,ACTIVE,37136.00,per Annum,2204.57,35050.31,484.5,11883.76,4147.13
2022,67,ADMIN FOR CHILDREN'S SVCS,2017-11-13T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,244,9568.86,2178.98
2022,67,ADMIN FOR CHILDREN'S SVCS,1998-09-14T00:00:00.000,QUEENS,EXECUTIVE AGENCY COUNSEL,ACTIVE,139472.00,per Annum,1820,138062.93,0,0.00,2592.95
2022,67,ADMIN FOR CHILDREN'S SVCS,2012-07-23T00:00:00.000,MANHATTAN,CHILD AND FAMILY SPECIALIST,ACTIVE,83981.00,per Annum,1820,83750.93,0,0.00,1417.01
2022,67,ADMIN FOR CHILDREN'S SVCS,2012-02-13T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1890,62475.57,62.25,2182.71,25222.17
2022,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,CEASED,92445.00,per Annum,525,26593.62,0,0.00,1806.49
2022,67,ADMIN FOR CHILDREN'S SVCS,2006-10-16T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,86096.00,per Annum,1820,85860.06,142.25,7928.83,4921.95
2022,67,ADMIN FOR CHILDREN'S SVCS,2001-05-29T00:00:00.000,QUEENS,CONGREG CARE SPEC - ACS,ACTIVE,55366.00,per Annum,1820,55214.37,0,0.00,1917.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-11-12T00:00:00.000,MANHATTAN,PROTECTION AGENT,CEASED,74672.00,per Annum,241.37,8641.31,0,0.00,0.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2017-01-09T00:00:00.000,MANHATTAN,ADMINISTRATIVE CONTRACT SPECIALIST,ACTIVE,103680.00,per Annum,1820,102217.70,0,0.00,16.50
2022,67,ADMIN FOR CHILDREN'S SVCS,2020-01-21T00:00:00.000,MANHATTAN,STAFF ANALYST,ACTIVE,61866.00,per Annum,1820,62187.06,0,0.00,500.00
2022,67,ADMIN FOR CHILDREN'S SVCS,2011-10-24T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,60327.00,per Annum,1820,60161.66,2.25,79.44,3889.93
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-04-29T00:00:00.000,BRONX,CASEWORKER,ACTIVE,47705.00,per Annum,1890,46778.89,14.5,398.64,882.67
2022,67,ADMIN FOR CHILDREN'S SVCS,2020-02-18T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ON LEAVE,58782.00,per Annum,560,17446.06,14.75,677.84,318.99
2022,67,ADMIN FOR CHILDREN'S SVCS,2004-06-28T00:00:00.000,MANHATTAN,STAFF NURSE,ACTIVE,87865.00,per Annum,2100,87035.93,7.75,447.10,18616.11
2022,67,ADMIN FOR CHILDREN'S SVCS,2008-02-11T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,CEASED,60327.00,per Annum,700,23139.10,0,0.00,6732.87
2022,67,ADMIN FOR CHILDREN'S SVCS,2012-01-17T00:00:00.000,BRONX,PROTECTION AGENT,ACTIVE,66828.00,per Annum,2080,66645.01,0,0.00,8.75
2022,67,ADMIN FOR CHILDREN'S SVCS,2019-11-12T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,55125.00,per Annum,832,25130.90,24,1003.33,536.08
