fiscal_year,payroll_number,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,DIRECTOR OF FIELD OPERATIONS,CEASED,118342.00,per Annum,0,0.00,0,0.00,25235.05
2024,67,ADMIN FOR CHILDREN'S SVCS,2015-09-08T00:00:00.000,BROOKLYN,AGENCY ATTORNEY,ACTIVE,129175.00,per Annum,1820,135493.30,33.75,3445.54,12137.36
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-03-14T00:00:00.000,MANHATTAN,CONSTRUCTION PROJECT MANAGER,ACTIVE,128128.00,per Annum,1820,123588.01,246,22099.89,11607.89
2024,67,ADMIN FOR CHILDREN'S SVCS,2006-08-21T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,76264.00,per Annum,1820,89176.83,226.5,14777.89,11487.81
2024,67,ADMIN FOR CHILDREN'S SVCS,2013-07-22T00:00:00.000,BROOKLYN,ASSOCIATE YOUTH DEVELOPMENT SPECIALIST,ACTIVE,80549.00,per Annum,1820,80563.34,700.75,43707.92,11391.09
2024,67,ADMIN FOR CHILDREN'S SVCS,2012-01-09T00:00:00.000,MANHATTAN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,67525.00,per Annum,1824,67675.12,282.25,14201.03,10358.65
2024,67,ADMIN FOR CHILDREN'S SVCS,2017-06-26T00:00:00.000,MANHATTAN,CHILD WELFARE SPECIALIST,ACTIVE,66159.00,per Annum,1820,63887.22,261,11907.46,10019.46
2024,67,ADMIN FOR CHILDREN'S SVCS,1997-02-02T00:00:00.000,MANHATTAN,MANAGEMENT AUDITOR,ACTIVE,87404.00,per Annum,1820,84121.09,0,0.00,10007.08
2024,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,67525.00,per Annum,1820,62600.05,256.5,11579.79,9275.40
2024,67,ADMIN FOR CHILDREN'S SVCS,2015-01-05T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,210.1,10829.29,9185.09
2024,67,ADMIN FOR CHILDREN'S SVCS,2022-05-23T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,CEASED,64232.00,per Annum,1085,36363.29,213.75,9348.64,8850.22
2024,67,ADMIN FOR CHILDREN'S SVCS,2018-03-12T00:00:00.000,MANHATTAN,AGENCY ATTORNEY,ACTIVE,106312.00,per Annum,1820,111624.76,0,0.00,8793.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2017-05-22T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,173,9115.18,8515.94
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-11-25T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,64090.00,per Annum,1820,51138.30,629.5,26421.59,8508.10
2024,67,ADMIN FOR CHILDREN'S SVCS,2022-09-12T00:00:00.000,MANHATTAN,ASSISTANT COMMISSIONER,CEASED,161000.00,per Annum,770,67758.84,0,0.00,8145.21
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR,ON SEPARATION LEAVE,67193.00,per Annum,1820,69685.01,0,55.08,7911.25
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-04-25T00:00:00.000,MANHATTAN,SUPERVISOR I,ACTIVE,66268.00,per Annum,1820,62471.72,642.5,35220.07,7824.77
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR,ACTIVE,73527.00,per Annum,1820,75985.75,0,0.00,7793.25
2024,67,ADMIN FOR CHILDREN'S SVCS,1997-06-30T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,68027.00,per Annum,1820,65667.61,0,0.00,5012.78
2024,67,ADMIN FOR CHILDREN'S SVCS,2005-10-11T00:00:00.000,MANHATTAN,SUPERVISING SPECIAL OFFICER,ACTIVE,68145.00,per Annum,2080,69344.27,62,3173.14,5001.44
2024,67,ADMIN FOR CHILDREN'S SVCS,2007-07-16T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,36.5,1534.18,5000.78
2024,67,ADMIN FOR CHILDREN'S SVCS,2005-12-19T00:00:00.000,MANHATTAN,SPECIAL OFFICER,ACTIVE,53295.00,per Annum,2000,53052.67,638.75,25495.84,4980.03
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-09-25T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,51502.00,per Annum,1330,36411.33,396.75,15177.49,4921.29
2024,67,ADMIN FOR CHILDREN'S SVCS,2000-09-11T00:00:00.000,BROOKLYN,ADM MANAGER-NON-MGRL,ACTIVE,77181.00,per Annum,1820,79175.17,0,0.00,4877.03
2024,67,ADMIN FOR CHILDREN'S SVCS,2000-02-22T00:00:00.000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,106117.00,per Annum,1820,109170.60,0,0.00,4865.36
2024,67,ADMIN FOR CHILDREN'S SVCS,2011-06-20T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,146.25,6235.59,4827.62
2024,67,ADMIN FOR CHILDREN'S SVCS,2000-09-25T00:00:00.000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,89762.00,per Annum,1820,89514.11,0,11.54,4804.48
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-11-21T00:00:00.000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,80279.00,per Annum,1820,80681.19,0,0.00,4773.80
2024,67,ADMIN FOR CHILDREN'S SVCS,2022-09-12T00:00:00.000,BRONX,AGENCY ATTORNEY,ACTIVE,106312.00,per Annum,1820,96140.34,24.25,1339.76,4723.37
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-10-11T00:00:00.000,BRONX,INSTITUTIONAL AIDE,ACTIVE,44800.00,per Annum,1950,43261.48,429.25,13714.95,4722.24
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-07-17T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,51502.00,per Annum,1680,46059.15,283,10180.92,4694.52
2024,67,ADMIN FOR CHILDREN'S SVCS,2009-08-10T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,294,12965.56,4659.66
2024,67,ADMIN FOR CHILDREN'S SVCS,2007-07-16T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,96901.00,per Annum,1566.5,80540.63,45.75,2612.42,4593.98
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-04-29T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,339.25,16564.80,4579.97
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,CHILD WELFARE SPECIALIST SUPERVISOR,ACTIVE,92434.00,per Annum,1820,89236.57,0,0.00,5012.78
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BROOKLYN,CHILD WELFARE SPECIALIST SUPERVISOR,ACTIVE,82263.00,per Annum,1820,79415.41,0,0.00,5012.78
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-04-24T00:00:00.000,MANHATTAN,SPECIAL OFFICER,ACTIVE,36955.00,per Annum,2080,37071.20,365.5,10010.86,7512.46
2024,67,ADMIN FOR CHILDREN'S SVCS,2021-05-10T00:00:00.000,MANHATTAN,AGENCY ATTORNEY,ON SEPARATION LEAVE,106312.00,per Annum,1820,110220.90,35,3076.40,7031.55
2024,67,ADMIN FOR CHILDREN'S SVCS,2013-04-29T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,21,913.07,6841.30
2024,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,MANHATTAN,COMPUTER ASSOCIATE,ACTIVE,66458.00,per Annum,1820,61834.56,0,0.00,6802.84
2024,67,ADMIN FOR CHILDREN'S SVCS,2011-07-04T00:00:00.000,MANHATTAN,CONGREG CARE SPEC- DJJ,ACTIVE,71639.00,per Annum,2080,69155.85,110.25,3993.08,6715.47
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-06-26T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,CEASED,50001.00,per Annum,1143,31329.08,598.5,22827.51,6606.98
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-06-27T00:00:00.000,MANHATTAN,CHILD WELFARE SPECIALIST,ACTIVE,62567.00,per Annum,1820,57470.22,528.75,25056.41,6445.22
2024,67,ADMIN FOR CHILDREN'S SVCS,2015-09-21T00:00:00.000,BROOKLYN,COMPUTER ASSOCIATE,ACTIVE,66313.00,per Annum,1820,63954.38,24.25,1292.67,6318.26
2024,67,ADMIN FOR CHILDREN'S SVCS,2006-05-08T00:00:00.000,BRONX,SUPERVISING COMPUTER SERVICE TECHNICIAN,ACTIVE,90272.00,per Annum,1820,87148.83,0,0.00,6306.92
2024,67,ADMIN FOR CHILDREN'S SVCS,2000-07-10T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,97003.00,per Annum,1820,93648.68,310,23861.94,6211.70
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-03-25T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,65236.00,per Annum,1820,63612.84,794.75,39051.02,5975.46
2024,67,ADMIN FOR CHILDREN'S SVCS,2006-10-16T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,96950.00,per Annum,1820,93597.97,164.75,10323.99,5933.02
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-07-11T00:00:00.000,MANHATTAN,COMPUTER SPECIALIST,ACTIVE,121856.00,per Annum,1820,117671.91,61,4440.11,5863.71
2024,67,ADMIN FOR CHILDREN'S SVCS,1998-12-14T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,CEASED,66022.00,per Annum,1295,46726.42,36,1595.61,5770.62
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-02-04T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ON LEAVE,67525.00,per Annum,1324,41674.03,37.5,1896.35,5599.88
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-08-14T00:00:00.000,BRONX,SPECIAL OFFICER,ACTIVE,36955.00,per Annum,1760,30789.54,292,7663.44,5512.68
2024,67,ADMIN FOR CHILDREN'S SVCS,2018-08-13T00:00:00.000,MANHATTAN,SUPERVISING COMPUTER SERVICE TECHNICIAN,ACTIVE,79563.00,per Annum,1820,70922.38,0,0.00,5511.24
2024,67,ADMIN FOR CHILDREN'S SVCS,2018-05-07T00:00:00.000,BROOKLYN,COMPUTER SERVICE TECHNICIAN,ACTIVE,60347.00,per Annum,1820,58274.56,0,0.00,5511.24
2024,67,ADMIN FOR CHILDREN'S SVCS,2000-08-21T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,97071.00,per Annum,1820,93714.21,41.25,2920.21,5424.97
2024,67,ADMIN FOR CHILDREN'S SVCS,1998-02-17T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,97123.00,per Annum,1820,93764.92,379.75,24970.48,5423.29
2024,67,ADMIN FOR CHILDREN'S SVCS,2018-06-25T00:00:00.000,MANHATTAN,CONGREG CARE SPEC - ACS,ACTIVE,48094.00,per Annum,1820,46442.37,1735,65738.41,5315.88
2024,67,ADMIN FOR CHILDREN'S SVCS,2017-02-06T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ON LEAVE,67899.00,per Annum,1820,63259.64,243.25,10722.70,5256.84
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ON SEPARATION LEAVE,75998.00,per Annum,1820,73365.13,111,5679.73,5209.69
2024,67,ADMIN FOR CHILDREN'S SVCS,2006-06-05T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,96950.00,per Annum,1820,93597.97,155.75,9001.32,5197.71
2024,67,ADMIN FOR CHILDREN'S SVCS,2006-06-26T00:00:00.000,MANHATTAN,SUPERVISING SPECIAL OFFICER,ACTIVE,68114.00,per Annum,2080,70044.06,220.5,11408.01,5174.89
2024,67,ADMIN FOR CHILDREN'S SVCS,2003-09-22T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,97003.00,per Annum,1820,93648.68,43.5,2517.82,5149.82
2024,67,ADMIN FOR CHILDREN'S SVCS,2007-04-16T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,75874.00,per Annum,1820,73245.78,55.5,2950.00,5148.32
2024,67,ADMIN FOR CHILDREN'S SVCS,2006-12-04T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67947.00,per Annum,1820,65591.16,76.25,3200.55,5105.06
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,103776.00,per Annum,1820,100189.36,153.5,9320.82,5035.94
2024,67,ADMIN FOR CHILDREN'S SVCS,2006-06-05T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67947.00,per Annum,1820,65591.16,2.2,128.22,5029.28
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,97022.00,per Annum,1820,93667.66,0,0.00,5029.28
2024,67,ADMIN FOR CHILDREN'S SVCS,2006-10-16T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,68027.00,per Annum,1820,65667.61,0,0.00,5029.28
2024,67,ADMIN FOR CHILDREN'S SVCS,2007-06-04T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67923.00,per Annum,1820,65567.23,2,77.68,5028.80
2024,67,ADMIN FOR CHILDREN'S SVCS,2017-08-14T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,0,0.00,2817.61
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-09-25T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,51502.00,per Annum,1330,36798.41,466.5,17492.15,2851.34
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-12-04T00:00:00.000,BRONX,SPECIAL OFFICER,ACTIVE,36955.00,per Annum,1120,19648.76,142,3788.44,2898.56
2024,67,ADMIN FOR CHILDREN'S SVCS,2022-02-28T00:00:00.000,RICHMOND,CHILD PROTECTIVE SPECIALIST,CEASED,65921.00,per Annum,1505,52267.18,125.5,5274.21,2923.11
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-10-17T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,226,10581.42,2923.54
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-11-20T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,51502.00,per Annum,1050,28524.95,360,13906.69,2958.26
2024,67,ADMIN FOR CHILDREN'S SVCS,2005-01-31T00:00:00.000,MANHATTAN,CONGREG CARE SPEC - ACS,ACTIVE,62367.00,per Annum,1820,60202.13,1521.75,73057.24,2970.99
2024,67,ADMIN FOR CHILDREN'S SVCS,2015-09-28T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,67525.00,per Annum,1820,63379.24,530.75,27525.60,2997.73
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-10-02T00:00:00.000,BROOKLYN,COMPUTER ASSOCIATE,CEASED,56106.00,per Annum,420,13623.95,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2024-01-16T00:00:00.000,MANHATTAN,ADMINISTRATIVE MANAGEMENT AUDITOR,ACTIVE,153519.00,per Annum,770,62995.15,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-08-29T00:00:00.000,MANHATTAN,PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR,ACTIVE,73758.00,per Annum,1820,75444.17,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-04-17T00:00:00.000,MANHATTAN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,122152.00,per Annum,1820,117593.21,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,116208.00,per Annum,1820,121566.65,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2007-04-16T00:00:00.000,BRONX,DIRECTOR OF FIELD OPERATIONS,ACTIVE,124261.00,per Annum,1820,122432.78,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2003-09-22T00:00:00.000,MANHATTAN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,124261.00,per Annum,1820,122607.36,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2001-06-11T00:00:00.000,QUEENS,DIRECTOR OF FIELD OPERATIONS,ACTIVE,124261.00,per Annum,1820,122607.36,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-02-13T00:00:00.000,BRONX,YOUTH DEVELOPMENT SPECIALIST,CEASED,48545.00,per Annum,7.25,192.83,17.75,607.81,2589.04
2024,67,ADMIN FOR CHILDREN'S SVCS,1999-05-03T00:00:00.000,MANHATTAN,ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES,ACTIVE,137576.00,per Annum,1820,133405.91,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,1997-06-30T00:00:00.000,BROOKLYN,DIRECTOR OF FIELD OPERATIONS,ACTIVE,131782.00,per Annum,1820,136997.60,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2000-09-18T00:00:00.000,MANHATTAN,ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES,ACTIVE,150808.00,per Annum,1820,157397.18,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2015-04-13T00:00:00.000,BRONX,EXECUTIVE AGENCY COUNSEL,ACTIVE,182330.00,per Annum,1820,188583.05,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2018-09-04T00:00:00.000,BROOKLYN,EXECUTIVE AGENCY COUNSEL,ACTIVE,182329.00,per Annum,1820,188876.94,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,MANHATTAN,EXECUTIVE AGENCY COUNSEL,ACTIVE,182330.00,per Annum,1820,189145.91,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,1996-06-23T00:00:00.000,BROOKLYN,EXECUTIVE AGENCY COUNSEL,ACTIVE,182330.00,per Annum,1820,189145.91,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2014-12-08T00:00:00.000,MANHATTAN,ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES,ACTIVE,195874.00,per Annum,1820,205084.97,0,0.00,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-09-11T00:00:00.000,MANHATTAN,AGENCY ATTORNEY INTERNE,ACTIVE,80763.00,per Annum,1400,59547.42,11,472.12,3000.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-12-04T00:00:00.000,BRONX,SPECIAL OFFICER,ACTIVE,36955.00,per Annum,1280,22255.36,260.5,6798.81,3003.62
2024,67,ADMIN FOR CHILDREN'S SVCS,2023-09-11T00:00:00.000,MANHATTAN,AGENCY ATTORNEY INTERNE,ACTIVE,80763.00,per Annum,1400,59986.60,13.25,574.05,3066.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2007-09-17T00:00:00.000,QUEENS,CHILD PROTECTIVE SPECIALIST SUPERVISOR,ACTIVE,97096.00,per Annum,1085,55877.50,0,0.00,3087.10
2024,67,ADMIN FOR CHILDREN'S SVCS,2022-09-12T00:00:00.000,QUEENS,AGENCY ATTORNEY INTERNE,CEASED,82785.00,per Annum,1295,61106.95,0,11.05,3116.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2018-09-17T00:00:00.000,MANHATTAN,ADMINISTRATIVE DIRECTOR OF SOCIAL SERVICES,ACTIVE,271810.00,per Annum,1820,285514.68,0,0.00,3398.19
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-09-12T00:00:00.000,BROOKLYN,EXECUTIVE AGENCY COUNSEL,CEASED,168839.00,per Annum,1463,144859.40,0,487.89,3414.93
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-07-11T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,70191.00,per Annum,1820,67757.43,0,0.00,2565.16
2024,67,ADMIN FOR CHILDREN'S SVCS,2016-05-16T00:00:00.000,BRONX,CHILD WELFARE SPECIALIST,ACTIVE,66159.00,per Annum,1820,63887.22,92.25,3380.81,2541.06
2024,67,ADMIN FOR CHILDREN'S SVCS,2018-04-23T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,0,0.00,2498.31
2024,67,ADMIN FOR CHILDREN'S SVCS,2022-06-06T00:00:00.000,MANHATTAN,CONGREG CARE SPEC - ACS,ON LEAVE,48094.00,per Annum,1260,31796.59,60.5,2048.43,2496.63
2024,67,ADMIN FOR CHILDREN'S SVCS,2017-11-13T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,875,31519.62,56.25,2565.67,2306.75
2024,67,ADMIN FOR CHILDREN'S SVCS,2020-02-18T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,304,13860.51,2291.20
2024,67,ADMIN FOR CHILDREN'S SVCS,2004-02-09T00:00:00.000,MANHATTAN,CHILD AND FAMILY SPECIALIST,ACTIVE,99060.00,per Annum,1820,95635.02,127,10019.49,2136.53
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-04-29T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,0,0.00,1958.25
2024,67,ADMIN FOR CHILDREN'S SVCS,2020-02-18T00:00:00.000,BROOKLYN,YOUTH DEVELOPMENT SPECIALIST,ACTIVE,64090.00,per Annum,1015,35277.59,192,9277.91,1912.72
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-11-12T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,30.75,1244.41,1894.39
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-07-22T00:00:00.000,BRONX,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,185.5,7679.46,1879.83
2024,67,ADMIN FOR CHILDREN'S SVCS,2018-01-02T00:00:00.000,BROOKLYN,CONGREG CARE SPEC - ACS,ACTIVE,48094.00,per Annum,1906,32263.20,24.75,651.71,1867.05
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-07-22T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,0,0.00,1686.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-04-29T00:00:00.000,BROOKLYN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1820,65567.23,0,0.00,1686.00
2024,67,ADMIN FOR CHILDREN'S SVCS,2019-11-12T00:00:00.000,MANHATTAN,CHILD PROTECTIVE SPECIALIST,ACTIVE,67899.00,per Annum,1960,65376.30,0,0.00,1663.38
