fiscal_year,payroll_number,agency_name,agency_start_date,work_location_borough,title_description,leave_status_as_of_june_30,base_salary,pay_basis,regular_hours,regular_gross_paid,ot_hours,total_ot_paid,total_other_pay
2025,827,DEPARTMENT OF SANITATION,2022-07-11T00:00:00.000,MANHATTAN,SANITATION WORKER,ACTIVE,53187.00,per Annum,2080,48863.45,168,8902.60,8593.79
2025,827,DEPARTMENT OF SANITATION,2017-09-11T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,90137.93,195,18781.24,10341.39
2025,827,DEPARTMENT OF SANITATION,2017-08-28T00:00:00.000,QUEENS,SANITATION ENFORCEMENT AGENT,CEASED,35849.00,per Annum,0,0.00,0,0.00,253.46
2025,827,DEPARTMENT OF SANITATION,2017-08-14T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,90607.03,412.08,37189.20,34809.56
2025,827,DEPARTMENT OF SANITATION,2017-08-14T00:00:00.000,BRONX,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,78531.34,184,17241.90,11080.29
2025,827,DEPARTMENT OF SANITATION,2017-07-10T00:00:00.000,BRONX,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,87539.60,263,24316.34,20505.53
2025,827,DEPARTMENT OF SANITATION,2017-07-10T00:00:00.000,BRONX,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,88738.46,307,28208.81,28833.40
2025,827,DEPARTMENT OF SANITATION,2017-07-10T00:00:00.000,BRONX,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,90137.93,72,6870.34,27060.47
2025,827,DEPARTMENT OF SANITATION,2022-07-11T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,53187.00,per Annum,2080,50043.56,265,13293.02,21081.45
2025,827,DEPARTMENT OF SANITATION,2016-09-19T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,87872.74,178,16087.64,24043.95
2025,827,DEPARTMENT OF SANITATION,2016-09-19T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89456.09,213,19167.51,21886.11
2025,827,DEPARTMENT OF SANITATION,2022-11-28T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,53187.00,per Annum,2080,48360.77,439,20874.58,23410.41
2025,827,DEPARTMENT OF SANITATION,2016-08-22T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,86328.16,326,29792.25,34459.31
2025,827,DEPARTMENT OF SANITATION,2016-08-22T00:00:00.000,QUEENS,SUPERVISOR,ACTIVE,100133.00,per Annum,2080,98405.05,139,10702.41,10734.35
2025,827,DEPARTMENT OF SANITATION,2016-08-22T00:00:00.000,BROOKLYN,SUPERVISOR,ACTIVE,114201.00,per Annum,2080,107584.65,598.5,49441.42,15953.39
2025,827,DEPARTMENT OF SANITATION,2016-08-22T00:00:00.000,BRONX,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,82386.16,65,6498.43,4856.86
2025,827,DEPARTMENT OF SANITATION,2024-04-15T00:00:00.000,MANHATTAN,JOB TRAINING PARTICIPANT,CEASED,18.54,per Hour,56,1059.71,0,0.00,0.00
2025,827,DEPARTMENT OF SANITATION,2021-07-26T00:00:00.000,RICHMOND,SANITATION WORKER,ACTIVE,59761.00,per Annum,2080,54462.70,206,11368.22,18211.92
2025,827,DEPARTMENT OF SANITATION,2020-03-30T00:00:00.000,QUEENS,MACHINIST,ACTIVE,403.44,per Day,1428.57,70551.72,338.5,25310.71,2718.98
2025,827,DEPARTMENT OF SANITATION,2016-02-22T00:00:00.000,MANHATTAN,AUTO MECHANIC,ACTIVE,403.44,per Day,2080,102367.49,394.5,30953.25,14258.90
2025,827,DEPARTMENT OF SANITATION,2016-01-04T00:00:00.000,MANHATTAN,CERTIFIED IT DEVELOPER,ACTIVE,172297.00,per Annum,1820,166974.15,270.5,21769.03,6385.33
2025,827,DEPARTMENT OF SANITATION,2017-08-27T00:00:00.000,BRONX,SANITATION ENFORCEMENT AGENT,CEASED,39960.00,per Annum,0,9583.15,0,389.82,2291.67
2025,827,DEPARTMENT OF SANITATION,2015-10-05T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,90137.93,136,13185.57,12552.78
2025,827,DEPARTMENT OF SANITATION,2015-10-05T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,88234.85,271,24693.46,23837.62
2025,827,DEPARTMENT OF SANITATION,1999-11-22T00:00:00.000,MANHATTAN,GENERAL SUPERINTENDENT,ACTIVE,209759.00,per Annum,2080,205294.40,0,0.00,25743.67
2025,827,DEPARTMENT OF SANITATION,1999-11-08T00:00:00.000,MANHATTAN,AUTO MECHANIC,ACTIVE,403.44,per Day,2080,102367.49,637.5,49709.00,12067.43
2025,827,DEPARTMENT OF SANITATION,2004-09-13T00:00:00.000,MANHATTAN,SANITATION WORKER,CEASED,92093.00,per Annum,1096,45715.82,0,447.47,19537.36
2025,827,DEPARTMENT OF SANITATION,2008-07-07T00:00:00.000,BRONX,SUPERVISOR,ACTIVE,123700.00,per Annum,2080,117253.92,244.5,23356.58,28274.55
2025,827,DEPARTMENT OF SANITATION,2001-09-17T00:00:00.000,MANHATTAN,SUPERVISOR,ACTIVE,123700.00,per Annum,2080,122637.95,24,3453.57,16458.57
2025,827,DEPARTMENT OF SANITATION,2005-07-18T00:00:00.000,RICHMOND,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89785.08,460.25,38506.82,6998.44
2025,827,DEPARTMENT OF SANITATION,1995-09-11T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,88750.39,487,43163.96,16104.24
2025,827,DEPARTMENT OF SANITATION,1995-08-14T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,87751.49,388,35154.88,27673.39
2025,827,DEPARTMENT OF SANITATION,2015-03-16T00:00:00.000,MANHATTAN,ADMINISTRATIVE MANAGEMENT AUDITOR,ACTIVE,113405.00,per Annum,1820,109900.94,0,0.00,307.37
2025,827,DEPARTMENT OF SANITATION,2000-03-20T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89797.01,326,29948.50,36862.46
2025,827,DEPARTMENT OF SANITATION,2011-11-14T00:00:00.000,RICHMOND,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89582.52,59,5988.08,17771.76
2025,827,DEPARTMENT OF SANITATION,1993-08-09T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,90137.93,192,18577.18,7959.69
2025,827,DEPARTMENT OF SANITATION,2013-11-11T00:00:00.000,MANHATTAN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89797.01,380.5,34412.31,13008.45
2025,827,DEPARTMENT OF SANITATION,1992-07-20T00:00:00.000,BROOKLYN,ASSOCIATE SANITATION ENFORCEMENT AGENT,ACTIVE,51439.00,per Annum,1840,46704.96,181,6570.90,3511.86
2025,827,DEPARTMENT OF SANITATION,1995-08-28T00:00:00.000,MANHATTAN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,90137.93,514.5,45205.22,35490.80
2025,827,DEPARTMENT OF SANITATION,2013-08-19T00:00:00.000,QUEENS,GENERAL SUPERINTENDENT,ACTIVE,150365.00,per Annum,2080,140369.78,185,20985.34,12105.91
2025,827,DEPARTMENT OF SANITATION,2024-04-15T00:00:00.000,BRONX,JOB TRAINING PARTICIPANT,CEASED,18.54,per Hour,237.25,4422.11,0,0.00,0.00
2025,827,DEPARTMENT OF SANITATION,2018-07-09T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,77040.04,80,8330.74,14258.33
2025,827,DEPARTMENT OF SANITATION,2012-09-24T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,87362.85,246,23203.18,8194.60
2025,827,DEPARTMENT OF SANITATION,2011-09-12T00:00:00.000,QUEENS,SUPERVISOR,ACTIVE,123700.00,per Annum,2080,122515.74,256,23617.01,11513.34
2025,827,DEPARTMENT OF SANITATION,2017-01-09T00:00:00.000,MANHATTAN,ADMINISTRATIVE STAFF ANALYST,ACTIVE,95133.00,per Annum,1820,94230.78,0,0.00,1331.31
2025,827,DEPARTMENT OF SANITATION,2018-08-13T00:00:00.000,MANHATTAN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,88902.10,73,7812.34,7073.40
2025,827,DEPARTMENT OF SANITATION,2013-10-14T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89157.79,460,40056.48,32817.84
2025,827,DEPARTMENT OF SANITATION,2004-10-04T00:00:00.000,BRONX,SUPERVISOR,CEASED,115755.00,per Annum,0,697.13,0,0.00,39.38
2025,827,DEPARTMENT OF SANITATION,2012-08-27T00:00:00.000,QUEENS,AUTO MECHANIC,ACTIVE,403.44,per Day,2080,102367.49,20,1465.20,3038.32
2025,827,DEPARTMENT OF SANITATION,2012-08-27T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89103.24,292,27133.97,24022.54
2025,827,DEPARTMENT OF SANITATION,2012-07-30T00:00:00.000,RICHMOND,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,86645.22,293,27173.03,24399.86
2025,827,DEPARTMENT OF SANITATION,2012-07-30T00:00:00.000,RICHMOND,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,88239.01,242,21800.72,23401.36
2025,827,DEPARTMENT OF SANITATION,2011-10-11T00:00:00.000,QUEENS,GENERAL SUPERINTENDENT,ACTIVE,124623.00,per Annum,2080,122523.33,411.5,39612.54,16711.51
2025,827,DEPARTMENT OF SANITATION,2011-09-12T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89026.96,192,17827.65,22056.31
2025,827,DEPARTMENT OF SANITATION,2013-09-16T00:00:00.000,RICHMOND,SUPERVISOR,ACTIVE,123700.00,per Annum,2080,111568.06,24,2220.00,18141.55
2025,827,DEPARTMENT OF SANITATION,2013-08-19T00:00:00.000,QUEENS,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89785.08,203,19011.07,6263.90
2025,827,DEPARTMENT OF SANITATION,2013-08-19T00:00:00.000,BRONX,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,87778.97,318,29432.83,27081.22
2025,827,DEPARTMENT OF SANITATION,2013-08-19T00:00:00.000,MANHATTAN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,86352.02,116,11533.89,13574.12
2025,827,DEPARTMENT OF SANITATION,2013-08-19T00:00:00.000,BROOKLYN,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,87668.62,220,20419.08,27396.24
2025,827,DEPARTMENT OF SANITATION,2023-10-23T00:00:00.000,MANHATTAN,SANITATION WORKER,ACTIVE,49751.00,per Annum,2080,47775.74,270,12507.87,6957.64
2025,827,DEPARTMENT OF SANITATION,2012-11-19T00:00:00.000,BROOKLYN,AUTO MECHANIC,ACTIVE,403.44,per Day,2080,101195.33,306.75,22861.14,3090.66
2025,827,DEPARTMENT OF SANITATION,2012-10-22T00:00:00.000,BRONX,SANITATION WORKER,ACTIVE,92093.00,per Annum,2080,89091.31,122,11826.81,28245.05
2025,827,DEPARTMENT OF SANITATION,2012-10-22T00:00:00.000,BRONX,SUPERVISOR,ACTIVE,123700.00,per Annum,2080,122638.16,555,52273.87,11191.12
2025,841,DEPARTMENT OF TRANSPORTATION,2015-12-07T00:00:00.000,RICHMOND,ADMINISTRATIVE PROJECT MANAGER,ACTIVE,197797.00,per Annum,1820,186786.35,0,0.00,708.00
2025,841,DEPARTMENT OF TRANSPORTATION,1995-04-10T00:00:00.000,RICHMOND,CHIEF MARINE ENGINEER,ACTIVE,174606.00,per Annum,2080,173843.93,832,99405.11,11653.28
2025,841,DEPARTMENT OF TRANSPORTATION,2005-05-08T00:00:00.000,MANHATTAN,PRINCIPAL ADMINISTRATIVE ASSOCIATE -  NON SUPVR,ACTIVE,100988.00,per Annum,1820,95380.45,0,0.00,4706.33
2025,841,DEPARTMENT OF TRANSPORTATION,2014-04-14T00:00:00.000,QUEENS,HIGHWAY REPAIRER,ACTIVE,442.32,per Day,2080,112427.98,182,15332.97,15903.56
2025,841,DEPARTMENT OF TRANSPORTATION,2005-03-20T00:00:00.000,QUEENS,AUTO  MACHINIST,ACTIVE,403.44,per Day,2080,102367.49,318.5,23686.59,2695.36
2025,841,DEPARTMENT OF TRANSPORTATION,2004-06-27T00:00:00.000,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,53749.00,per Annum,1820,52066.03,26,828.09,5728.48
2025,841,DEPARTMENT OF TRANSPORTATION,2018-10-22T00:00:00.000,MANHATTAN,ADMINISTRATIVE STAFF ANALYST,ACTIVE,127521.00,per Annum,1820,123065.40,4.75,331.55,35.22
2025,841,DEPARTMENT OF TRANSPORTATION,1998-02-27T00:00:00.000,RICHMOND,CAPTAIN,CEASED,174607.00,per Annum,400,32881.99,0,0.00,5022.94
2025,841,DEPARTMENT OF TRANSPORTATION,1993-05-24T00:00:00.000,RICHMOND,HIGHWAY REPAIRER,CEASED,428.40,per Day,80,4284.00,0,0.00,0.00
2025,841,DEPARTMENT OF TRANSPORTATION,1992-11-09T00:00:00.000,QUEENS,ADM MANAGER-NON-MGRL,ACTIVE,85968.00,per Annum,1820,84473.95,0,0.00,3313.97
2025,841,DEPARTMENT OF TRANSPORTATION,2012-04-09T00:00:00.000,BROOKLYN,HIGHWAY REPAIRER,ACTIVE,442.32,per Day,1688,93350.80,412.25,33639.03,3027.74
2025,841,DEPARTMENT OF TRANSPORTATION,2022-03-29T00:00:00.000,MANHATTAN,STOCK WORKER,ACTIVE,46930.00,per Annum,1820,45227.76,118.5,3682.40,578.68
2025,841,DEPARTMENT OF TRANSPORTATION,1990-10-29T00:00:00.000,MANHATTAN,SUPERVISOR HIGHWAY REPAIRER,ACTIVE,464.48,per Day,2080,117393.85,473.75,42075.18,8492.37
2025,841,DEPARTMENT OF TRANSPORTATION,1990-10-22T00:00:00.000,RICHMOND,DEPUTY DIRECTOR,ACTIVE,200094.00,per Annum,1820,193243.26,0,0.00,0.00
2025,841,DEPARTMENT OF TRANSPORTATION,1990-10-15T00:00:00.000,MANHATTAN,CONSTRUCTION PROJECT MANAGER,ACTIVE,91023.00,per Annum,1820,88210.84,4,213.64,9986.38
2025,841,DEPARTMENT OF TRANSPORTATION,1990-10-01T00:00:00.000,QUEENS,AREA SUPERVISOR,ACTIVE,126348.00,per Annum,2080,122422.10,649,59672.97,8592.55
2025,841,DEPARTMENT OF TRANSPORTATION,1990-02-13T00:00:00.000,MANHATTAN,TRANSPORTATION SPECIALIST,ACTIVE,115500.00,per Annum,1820,111939.14,0,0.00,8666.33
2025,841,DEPARTMENT OF TRANSPORTATION,1990-07-16T00:00:00.000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,85968.00,per Annum,1820,84473.95,0,0.00,3313.97
2025,841,DEPARTMENT OF TRANSPORTATION,1989-05-08T00:00:00.000,QUEENS,SUPERVISOR OF TRAFFIC DEVICE MAINTAINERS LEVEL 1 ONLY,ACTIVE,76308.00,per Annum,2080,72532.95,339,21328.12,14858.33
2025,841,DEPARTMENT OF TRANSPORTATION,1986-10-14T00:00:00.000,RICHMOND,SUPERVISOR OF TRAFFIC DEVICE MAINTAINERS,ACTIVE,95180.00,per Annum,1820,94253.77,594.5,46248.58,16551.89
2025,841,DEPARTMENT OF TRANSPORTATION,1999-09-26T00:00:00.000,BROOKLYN,ASSOCIATE STAFF ANALYST,ACTIVE,114185.00,per Annum,1820,113066.95,225,18447.63,7932.08
2025,841,DEPARTMENT OF TRANSPORTATION,1986-07-07T00:00:00.000,BROOKLYN,WELDER,CEASED,564.48,per Day,0,3548.50,0,508.25,0.00
2025,841,DEPARTMENT OF TRANSPORTATION,1995-08-09T00:00:00.000,MANHATTAN,CITY TAX AUDITOR,ACTIVE,65951.00,per Annum,1820,63928.75,36,1760.28,9222.74
2025,841,DEPARTMENT OF TRANSPORTATION,1985-02-25T00:00:00.000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,160914.00,per Annum,1820,157465.52,0,0.00,3338.72
2025,841,DEPARTMENT OF TRANSPORTATION,1985-02-11T00:00:00.000,QUEENS,SUPERVISOR OF TRAFFIC DEVICE MAINTAINERS LEVEL 1 ONLY,ACTIVE,83213.00,per Annum,2080,80178.49,1339.25,90205.06,14994.60
2025,841,DEPARTMENT OF TRANSPORTATION,2016-03-14T00:00:00.000,BROOKLYN,HIGHWAY REPAIRER,ACTIVE,442.32,per Day,2080,112427.98,280,24356.35,15664.01
2025,841,DEPARTMENT OF TRANSPORTATION,1984-01-16T00:00:00.000,BROOKLYN,AREA SUPERVISOR,CEASED,122214.00,per Annum,1136,66756.54,166,15240.67,5554.04
2025,841,DEPARTMENT OF TRANSPORTATION,1967-10-30T00:00:00.000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,106748.00,per Annum,1820,104896.33,1.25,72.15,3324.07
2025,841,DEPARTMENT OF TRANSPORTATION,1989-05-01T00:00:00.000,MANHATTAN,ADMINISTRATIVE PROJECT MANAGER,CEASED,149644.00,per Annum,1750,139281.09,0,32.37,296.14
2025,841,DEPARTMENT OF TRANSPORTATION,1988-08-08T00:00:00.000,RICHMOND,ADMINISTRATIVE SUPERINTENDENT OF HIGHWAY OPERATIONS,ACTIVE,214986.00,per Annum,1820,207625.10,0,0.00,0.00
2025,841,DEPARTMENT OF TRANSPORTATION,2016-06-08T00:00:00.000,QUEENS,ADMIN COMMUNITY RELATIONS SPECIALIST,ACTIVE,78590.00,per Annum,1820,74030.02,12.5,559.20,68.50
2025,841,DEPARTMENT OF TRANSPORTATION,1988-06-27T00:00:00.000,BROOKLYN,HIGHWAY REPAIRER,ACTIVE,442.32,per Day,2080,112427.98,353,28731.91,5399.65
2025,841,DEPARTMENT OF TRANSPORTATION,1988-02-16T00:00:00.000,MANHATTAN,ADMINISTRATIVE PROJECT MANAGER,ACTIVE,160622.00,per Annum,1820,155122.44,0,0.00,0.00
2025,841,DEPARTMENT OF TRANSPORTATION,1987-11-16T00:00:00.000,MANHATTAN,ADM MANAGER-NON-MGRL,ACTIVE,99194.00,per Annum,1820,97472.42,0,0.00,3503.72
2025,841,DEPARTMENT OF TRANSPORTATION,2025-06-02T00:00:00.000,MANHATTAN,COLLEGE AIDE,ACTIVE,21.40,per Hour,35,749.00,0,0.00,0.00
2025,841,DEPARTMENT OF TRANSPORTATION,2025-04-21T00:00:00.000,QUEENS,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,26.42,per Hour,272,7020.24,2,79.26,211.36
2025,841,DEPARTMENT OF TRANSPORTATION,2007-11-05T00:00:00.000,MANHATTAN,ADMINISTRATIVE ENGINEER,ACTIVE,208412.00,per Annum,1820,201276.35,0,0.00,0.00
2025,841,DEPARTMENT OF TRANSPORTATION,1997-05-18T00:00:00.000,BRONX,HIGHWAY REPAIRER,ACTIVE,442.32,per Day,2080,112427.98,316.25,25614.67,2739.23
2025,841,DEPARTMENT OF TRANSPORTATION,2019-05-06T00:00:00.000,MANHATTAN,CIVIL ENGINEER,ACTIVE,130563.00,per Annum,1820,126528.84,0,0.00,663.81
2025,841,DEPARTMENT OF TRANSPORTATION,2017-05-01T00:00:00.000,RICHMOND,DECKHAND,ACTIVE,66690.00,per Annum,1664,76344.03,63.5,9323.29,12351.59
2025,841,DEPARTMENT OF TRANSPORTATION,2019-07-22T00:00:00.000,MANHATTAN,BRIDGE OPERATOR,ACTIVE,53357.00,per Annum,2080,51421.71,894,38371.60,9009.28
2025,841,DEPARTMENT OF TRANSPORTATION,2019-07-22T00:00:00.000,QUEENS,SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE,ACTIVE,82381.00,per Annum,1820,79835.84,999.5,61496.59,2476.27
2025,841,DEPARTMENT OF TRANSPORTATION,2019-08-19T00:00:00.000,BRONX,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,2056,60721.99,152.5,6823.77,1649.56
2025,841,DEPARTMENT OF TRANSPORTATION,2019-08-26T00:00:00.000,QUEENS,CUSTOMER INFORMATION REPRESENTATIVE MA L 1549,ACTIVE,62774.00,per Annum,1820,60802.06,297.25,12174.93,5132.73
2025,841,DEPARTMENT OF TRANSPORTATION,2019-09-30T00:00:00.000,RICHMOND,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,2088,61562.81,12.5,560.56,1987.26
2025,841,DEPARTMENT OF TRANSPORTATION,2021-06-28T00:00:00.000,QUEENS,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,30.39,per Hour,1455.83,42968.54,152,6814.13,6674.48
2025,841,DEPARTMENT OF TRANSPORTATION,2019-10-28T00:00:00.000,MANHATTAN,ADMINISTRATIVE ENGINEER,ACTIVE,175525.00,per Annum,1820,169386.95,9.75,873.95,10.55
2025,841,DEPARTMENT OF TRANSPORTATION,2019-11-04T00:00:00.000,BROOKLYN,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,30.39,per Hour,1488,43922.89,297.5,13350.43,3559.02
2025,841,DEPARTMENT OF TRANSPORTATION,2019-11-18T00:00:00.000,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,53479.00,per Annum,1820,51827.17,212.25,7498.81,2232.92
2025,841,DEPARTMENT OF TRANSPORTATION,2023-07-10T00:00:00.000,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,46504.00,per Annum,1820,43083.61,0,0.00,335.88
2025,841,DEPARTMENT OF TRANSPORTATION,2021-02-18T00:00:00.000,RICHMOND,MARINE OILER,ACTIVE,73400.00,per Annum,1664,80099.42,993,79344.39,12153.65
2025,841,DEPARTMENT OF TRANSPORTATION,2021-05-24T00:00:00.000,BRONX,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,30.39,per Hour,1030.5,30458.66,24,1014.25,3573.04
2025,841,DEPARTMENT OF TRANSPORTATION,2021-05-24T00:00:00.000,BROOKLYN,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,30.39,per Hour,1496,44158.32,174.25,8463.65,9140.21
2025,841,DEPARTMENT OF TRANSPORTATION,2021-06-07T00:00:00.000,BROOKLYN,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,30.39,per Hour,1496,44158.32,0,0.00,6419.15
2025,841,DEPARTMENT OF TRANSPORTATION,2021-07-06T00:00:00.000,RICHMOND,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,30.39,per Hour,1495.5,44143.61,10,455.85,9629.25
2025,841,DEPARTMENT OF TRANSPORTATION,2021-07-19T00:00:00.000,RICHMOND,DECKHAND,ACTIVE,66690.00,per Annum,1664,75665.18,22,8014.88,12516.23
2025,841,DEPARTMENT OF TRANSPORTATION,2021-08-02T00:00:00.000,RICHMOND,DECKHAND,ACTIVE,66690.00,per Annum,1664,75624.94,181,17774.88,15266.83
2025,841,DEPARTMENT OF TRANSPORTATION,2017-05-15T00:00:00.000,QUEENS,CITY PLANNER,ACTIVE,99761.00,per Annum,1820,96678.94,536,38823.70,2739.86
2025,841,DEPARTMENT OF TRANSPORTATION,2019-08-19T00:00:00.000,BROOKLYN,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,1736,61897.92,54,2490.26,6095.33
2025,841,DEPARTMENT OF TRANSPORTATION,2019-07-29T00:00:00.000,QUEENS,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,30.39,per Hour,1479.75,43665.54,222,9809.48,3656.26
2025,841,DEPARTMENT OF TRANSPORTATION,2021-06-11T00:00:00.000,BROOKLYN,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,30.39,per Hour,1144,34289.68,185.25,8283.90,6949.60
2025,841,DEPARTMENT OF TRANSPORTATION,2017-07-17T00:00:00.000,QUEENS,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,2080,61477.88,206.25,9189.95,4471.92
2025,841,DEPARTMENT OF TRANSPORTATION,2017-07-17T00:00:00.000,BROOKLYN,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,2080,61477.88,359.5,16977.71,5807.16
2025,841,DEPARTMENT OF TRANSPORTATION,2017-07-17T00:00:00.000,RICHMOND,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,2080,61477.88,6,265.65,1357.70
2025,841,DEPARTMENT OF TRANSPORTATION,2017-07-17T00:00:00.000,BROOKLYN,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,1816,53603.12,231.25,10516.05,2638.86
2025,841,DEPARTMENT OF TRANSPORTATION,2017-07-17T00:00:00.000,BROOKLYN,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,2080,61477.88,104,4649.09,636.25
2025,841,DEPARTMENT OF TRANSPORTATION,2022-09-19T00:00:00.000,MANHATTAN,CLERICAL ASSOCIATE MOST MAYORAL AG,ACTIVE,53479.00,per Annum,1820,51827.17,275.75,9900.22,910.50
2025,841,DEPARTMENT OF TRANSPORTATION,2017-09-18T00:00:00.000,QUEENS,SUPERVISOR ELECTRICIAN,ACTIVE,518.00,per Day,1820,131792.08,692.5,75189.71,8007.52
2025,841,DEPARTMENT OF TRANSPORTATION,2023-05-08T00:00:00.000,QUEENS,SUPERVISOR OF ELECTRICAL INSTALLATIONS & MAINTENANCE,ACTIVE,76279.00,per Annum,1820,73922.40,905,50397.66,592.09
2025,841,DEPARTMENT OF TRANSPORTATION,2019-03-18T00:00:00.000,QUEENS,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,2080,61477.88,271,12939.55,8913.44
2025,841,DEPARTMENT OF TRANSPORTATION,2019-03-18T00:00:00.000,BRONX,ASSISTANT CITY HIGHWAY REPAIRER,ACTIVE,63438.00,per Annum,2104,62145.83,18,798.43,3946.60
2025,841,DEPARTMENT OF TRANSPORTATION,2023-10-23T00:00:00.000,MANHATTAN,IT SECURITY SPECIALIST,ACTIVE,138252.00,per Annum,1820,133980.35,0,0.00,826.61
2025,841,DEPARTMENT OF TRANSPORTATION,2018-06-11T00:00:00.000,MANHATTAN,CERTIFIED IT ADMINISTRATOR,ACTIVE,114090.00,per Annum,1820,110565.32,16.25,1102.97,4102.54
2025,841,DEPARTMENT OF TRANSPORTATION,2023-05-15T00:00:00.000,QUEENS,TRANSPORTATION SPECIALIST,ACTIVE,99761.00,per Annum,1820,94483.98,611.75,44027.30,1882.07
2025,841,DEPARTMENT OF TRANSPORTATION,2018-06-18T00:00:00.000,QUEENS,CEMENT MASON,CEASED,391.30,per Day,686,41175.44,0,0.00,0.00
2025,841,DEPARTMENT OF TRANSPORTATION,2018-07-02T00:00:00.000,RICHMOND,DECKHAND,ON LEAVE,66690.00,per Annum,1408,6119.40,21.5,2336.29,11105.39
2025,841,DEPARTMENT OF TRANSPORTATION,2022-07-10T00:00:00.000,MANHATTAN,COMMUNITY COORDINATOR,ACTIVE,79761.00,per Annum,1820,77296.31,30.75,1410.82,45.43
2025,841,DEPARTMENT OF TRANSPORTATION,2019-09-09T00:00:00.000,MANHATTAN,APPRENTICE INSPECTOR,CEASED,55051.00,per Annum,0,1823.66,0,98.53,27.31
